#{"t_start": 1715681333.7286725, "env_id": "ALE/MsPacman-ram-v5"}
r,l,t
70.0,529,628.253712
70.0,529,628.671137
70.0,529,629.106542
70.0,529,629.501637
70.0,529,630.080923
70.0,529,630.488716
70.0,529,630.906394
70.0,529,631.339837
70.0,529,631.744579
70.0,529,632.310213
70.0,529,632.709025
70.0,529,633.118096
70.0,529,633.519527
70.0,529,633.909426
70.0,529,634.485799
70.0,529,634.887608
70.0,529,635.340137
70.0,529,635.746796
70.0,529,636.164626
70.0,529,636.785714
70.0,529,637.199246
70.0,529,637.620056
70.0,529,638.051728
70.0,529,638.467215
70.0,529,639.071218
70.0,529,639.51426
70.0,529,639.939454
70.0,529,640.390743
70.0,529,640.831508
70.0,529,641.477341
70.0,529,641.925799
70.0,529,642.368421
70.0,529,642.873256
70.0,529,643.328702
70.0,529,644.008968
70.0,529,644.464526
70.0,529,644.922003
70.0,529,645.380347
70.0,529,645.866406
70.0,529,646.581894
70.0,529,647.036196
70.0,529,647.499392
70.0,529,647.958759
70.0,529,648.412147
70.0,529,649.081918
70.0,529,649.533409
70.0,529,649.987614
70.0,529,650.4468
70.0,529,650.903613
70.0,529,651.567029
70.0,529,652.045456
70.0,529,652.520525
70.0,529,652.994813
70.0,529,653.456176
70.0,529,654.113839
70.0,529,654.563272
70.0,529,655.012195
70.0,529,655.468186
70.0,529,655.929528
70.0,529,656.595109
70.0,529,657.057498
70.0,529,657.508832
70.0,529,657.983018
70.0,529,658.458274
70.0,529,659.155674
70.0,529,659.643045
70.0,529,660.107027
70.0,529,660.591565
70.0,529,661.054
70.0,529,661.728529
70.0,529,662.2015
70.0,529,662.657896
70.0,529,663.107328
70.0,529,663.592635
70.0,529,664.294247
70.0,529,664.749497
70.0,529,665.21444
70.0,529,665.703682
70.0,529,666.169182
70.0,529,666.860502
70.0,529,667.337688
70.0,529,667.803015
70.0,529,668.267167
70.0,529,668.721876
70.0,529,669.388386
70.0,529,669.848782
70.0,529,670.323154
70.0,529,670.801168
70.0,529,671.258681
70.0,529,671.927319
70.0,529,672.391659
70.0,529,672.886606
70.0,529,673.339988
70.0,529,673.800333
70.0,529,674.469164
70.0,529,674.944562
70.0,529,675.430564
70.0,529,675.898848
70.0,529,676.404711
70.0,529,677.076445
70.0,529,677.554857
70.0,529,678.013205
70.0,529,678.469067
70.0,529,678.923793
70.0,529,679.603235
70.0,529,680.062062
70.0,529,680.517889
70.0,529,680.996327
70.0,529,681.456439
70.0,529,682.132246
70.0,529,682.594408
70.0,529,683.05514
70.0,529,683.511001
70.0,529,683.966545
70.0,529,684.635387
70.0,529,685.090764
70.0,529,685.549141
70.0,529,686.011107
70.0,529,686.474998
70.0,529,687.138346
70.0,529,687.610919
70.0,529,688.063021
70.0,529,688.518458
70.0,529,688.99849
70.0,529,689.697134
70.0,529,690.161401
70.0,529,690.621635
70.0,529,691.08799
70.0,529,691.5494
70.0,529,692.227031
70.0,529,692.687211
70.0,529,693.160444
70.0,529,693.618824
70.0,529,694.083109
70.0,529,694.762741
70.0,529,695.223149
70.0,529,695.699234
70.0,529,696.181534
70.0,529,696.639902
70.0,529,697.33044
70.0,529,697.798579
70.0,529,698.250347
70.0,529,698.706545
70.0,529,699.176988
70.0,529,699.880122
70.0,529,700.352121
70.0,529,700.810521
70.0,529,701.274358
70.0,529,701.738235
70.0,529,702.443678
70.0,529,702.913347
70.0,529,703.373376
70.0,529,703.842618
70.0,529,704.305853
70.0,529,704.97762
70.0,529,705.457819
70.0,529,705.919165
70.0,529,706.380442
70.0,529,706.86983
70.0,529,707.537141
70.0,529,707.991683
70.0,529,708.449899
70.0,529,708.898383
70.0,529,709.358089
70.0,529,710.025537
70.0,529,710.48097
70.0,529,710.945074
70.0,529,711.411508
70.0,529,711.904497
70.0,529,712.584083
70.0,529,713.043942
70.0,529,713.509709
70.0,529,713.966066
70.0,529,714.422277
70.0,529,715.109823
70.0,529,715.582211
70.0,529,716.047375
70.0,529,716.504931
70.0,529,716.961253
70.0,529,717.638903
70.0,529,718.103181
70.0,529,718.578635
70.0,529,719.061592
70.0,529,719.53682
70.0,529,720.234391
70.0,529,720.695566
70.0,529,721.202621
70.0,529,721.66387
70.0,529,722.124482
70.0,529,722.798724
70.0,529,723.268535
70.0,529,723.72772
70.0,529,724.187834
70.0,529,724.657504
70.0,529,725.321949
70.0,529,725.779471
70.0,529,726.284156
70.0,529,726.74158
70.0,529,727.224861
70.0,529,727.89152
70.0,529,728.355693
70.0,529,728.81442
70.0,529,729.267489
70.0,529,729.744538
70.0,529,730.411705
70.0,529,730.87308
70.0,529,731.334989
70.0,529,731.791526
70.0,529,732.257689
70.0,529,732.940841
70.0,529,733.428753
70.0,529,733.930586
70.0,529,734.404592
70.0,529,734.895733
70.0,529,735.602067
70.0,529,736.062371
70.0,529,736.530826
70.0,529,736.989211
70.0,529,737.44798
70.0,529,738.118222
70.0,529,738.575335
70.0,529,739.050294
70.0,529,739.518052
70.0,529,740.004103
70.0,529,740.66592
70.0,529,741.121305
70.0,529,741.589504
70.0,529,742.043761
70.0,529,742.507047
70.0,529,743.181823
70.0,529,743.633201
70.0,529,744.082757
70.0,529,744.543024
70.0,529,745.001251
70.0,529,745.666153
70.0,529,746.125628
70.0,529,746.604636
70.0,529,747.070013
70.0,529,747.549069
70.0,529,748.23961
70.0,529,748.710829
70.0,529,749.182109
70.0,529,749.646566
70.0,529,750.135734
70.0,529,750.837952
70.0,529,751.299221
70.0,529,751.772135
70.0,529,752.236864
70.0,529,752.700165
70.0,529,753.392743
70.0,529,753.862929
70.0,529,754.320426
70.0,529,754.792729
70.0,529,755.259873
70.0,529,755.927706
70.0,529,756.403738
70.0,529,756.876606
70.0,529,757.335355
70.0,529,757.803639
70.0,529,758.480345
70.0,529,758.945538
70.0,529,759.405913
70.0,529,759.869035
70.0,529,760.347488
70.0,529,761.020036
70.0,529,761.483545
70.0,529,761.963529
70.0,529,762.461753
70.0,529,762.945987
70.0,529,763.626213
70.0,529,764.089646
70.0,529,764.580842
70.0,529,765.066953
70.0,529,765.534556
70.0,529,766.223832
70.0,529,766.692213
70.0,529,767.158261
70.0,529,767.62237
70.0,529,768.094976
70.0,529,768.765533
70.0,529,769.229991
70.0,529,769.695249
70.0,529,770.175425
70.0,529,770.658424
70.0,529,771.348785
70.0,529,771.831261
70.0,529,772.292578
70.0,529,772.770768
70.0,529,773.237065
70.0,529,773.909659
70.0,529,774.371402
70.0,529,774.828491
70.0,529,775.282801
70.0,529,775.749978
70.0,529,776.428698
70.0,529,776.898829
70.0,529,777.366168
70.0,529,777.828535
70.0,529,778.302681
70.0,529,779.000422
70.0,529,779.458512
70.0,529,779.941684
70.0,529,780.41176
70.0,529,780.894253
70.0,529,781.566764
70.0,529,782.03082
70.0,529,782.506297
70.0,529,782.969387
70.0,529,783.455809
70.0,529,784.123597
70.0,529,784.581894
70.0,529,785.039313
70.0,529,785.500442
70.0,529,785.988748
70.0,529,786.690868
70.0,529,787.193102
70.0,529,787.666258
70.0,529,788.1553
70.0,529,788.620498
70.0,529,789.301407
70.0,529,789.780547
70.0,529,790.243799
70.0,529,790.701185
70.0,529,791.163493
70.0,529,791.838077
70.0,529,792.328436
70.0,529,792.79997
70.0,529,793.290636
70.0,529,793.755812
70.0,529,794.482014
70.0,529,794.957291
70.0,529,795.426723
70.0,529,795.89552
70.0,529,796.360146
70.0,529,797.04036
70.0,529,797.504097
70.0,529,797.966454
70.0,529,798.427353
70.0,529,798.913805
70.0,529,799.610507
70.0,529,800.089616
70.0,529,800.579694
70.0,529,801.045064
70.0,529,801.509245
70.0,529,802.221676
70.0,529,802.693975
70.0,529,803.159192
70.0,529,803.646231
70.0,529,804.107396
70.0,529,804.822996
70.0,529,805.291327
70.0,529,805.755575
70.0,529,806.231907
70.0,529,806.716634
70.0,529,807.39937
70.0,529,807.864561
70.0,529,808.337902
70.0,529,808.807264
70.0,529,809.284387
70.0,529,809.975968
70.0,529,810.471314
70.0,529,810.939251
70.0,529,811.402641
70.0,529,811.867871
70.0,529,812.569417
70.0,529,813.045489
70.0,529,813.527875
70.0,529,813.993268
70.0,529,814.474597
70.0,529,815.164673
70.0,529,815.640887
70.0,529,816.103209
70.0,529,816.580502
70.0,529,817.07659
70.0,529,817.786809
70.0,529,818.250293
70.0,529,818.708544
70.0,529,819.176176
70.0,529,819.655382
70.0,529,820.323492
70.0,529,820.78297
70.0,529,821.237392
70.0,529,821.69195
70.0,529,822.155516
70.0,529,822.874737
70.0,529,823.349633
70.0,529,823.813193
70.0,529,824.286177
70.0,529,824.766367
70.0,529,825.466798
70.0,529,825.944951
70.0,529,826.418268
70.0,529,826.895451
70.0,529,827.372537
70.0,529,828.062153
70.0,529,828.521607
70.0,529,828.98301
70.0,529,829.448153
70.0,529,829.945169
70.0,529,830.632891
70.0,529,831.104015
70.0,529,831.591274
70.0,529,832.07264
70.0,529,832.583223
70.0,529,833.311347
70.0,529,833.778373
70.0,529,834.245035
70.0,529,834.713344
70.0,529,835.171491
70.0,529,835.847148
70.0,529,836.327657
70.0,529,836.792929
70.0,529,837.271306
70.0,529,837.762006
70.0,529,838.468451
70.0,529,838.935648
70.0,529,839.424971
70.0,529,839.920938
70.0,529,840.417958
70.0,529,841.103491
70.0,529,841.567631
70.0,529,842.039981
70.0,529,842.535164
70.0,529,843.005346
70.0,529,843.703855
70.0,529,844.164138
70.0,529,844.622047
70.0,529,845.101674
70.0,529,845.567838
70.0,529,846.262483
70.0,529,846.746677
70.0,529,847.209321
70.0,529,847.673874
70.0,529,848.171337
70.0,529,848.889844
70.0,529,849.410416
70.0,529,849.903518
70.0,529,850.368942
70.0,529,850.832245
70.0,529,851.502809
70.0,529,851.958813
70.0,529,852.418528
70.0,529,852.8838
70.0,529,853.359042
70.0,529,854.068261
70.0,529,854.53769
70.0,529,854.998976
70.0,529,855.467357
70.0,529,855.94954
70.0,529,856.654239
70.0,529,857.139987
70.0,529,857.622315
70.0,529,858.113509
70.0,529,858.578728
70.0,529,859.288541
70.0,529,859.754598
70.0,529,860.268189
70.0,529,860.749142
70.0,529,861.217635
70.0,529,861.902116
70.0,529,862.381346
70.0,529,862.859619
70.0,529,863.325986
70.0,529,863.790133
70.0,529,864.481771
70.0,529,864.945961
70.0,529,865.408445
70.0,529,865.860669
70.0,529,866.329103
70.0,529,867.009765
70.0,529,867.486698
70.0,529,867.950911
70.0,529,868.428219
70.0,529,868.908552
70.0,529,869.585077
70.0,529,870.051255
70.0,529,870.530736
70.0,529,870.993819
70.0,529,871.454081
70.0,529,872.12388
70.0,529,872.584281
70.0,529,873.060498
70.0,529,873.523968
70.0,529,873.993941
70.0,529,874.687585
70.0,529,875.14905
70.0,529,875.645029
70.0,529,876.111048
70.0,529,876.587527
70.0,529,877.264022
70.0,529,877.745218
70.0,529,878.210899
70.0,529,878.672899
70.0,529,879.162966
70.0,529,879.836606
70.0,529,880.307844
70.0,529,880.790025
70.0,529,881.26826
70.0,529,881.75148
70.0,529,882.434086
70.0,529,882.899233
70.0,529,883.365574
70.0,529,883.829977
70.0,529,884.320044
70.0,529,885.001536
70.0,529,885.475133
70.0,529,885.940078
70.0,529,886.406399
70.0,529,886.870691
70.0,529,887.566167
70.0,529,888.023874
70.0,529,888.486968
70.0,529,888.953568
70.0,529,889.458506
70.0,529,890.156617
70.0,529,890.622136
70.0,529,891.086146
70.0,529,891.554857
70.0,529,892.03192
70.0,529,892.718274
70.0,529,893.200375
70.0,529,893.666254
70.0,529,894.162716
70.0,529,894.629146
70.0,529,895.313527
70.0,529,895.767443
70.0,529,896.22649
70.0,529,896.677821
70.0,529,897.153863
70.0,529,897.845464
70.0,529,898.330767
70.0,529,898.806988
70.0,529,899.279231
70.0,529,899.750542
70.0,529,900.469238
70.0,529,900.950969
70.0,529,901.418137
70.0,529,901.898123
70.0,529,902.357558
70.0,529,903.041177
70.0,529,903.525446
70.0,529,903.983803
70.0,529,904.446219
70.0,529,904.928212
70.0,529,905.634498
70.0,529,906.107967
70.0,529,906.615092
70.0,529,907.078162
70.0,529,907.55262
70.0,529,908.237793
70.0,529,908.726835
70.0,529,909.208915
70.0,529,909.675467
70.0,529,910.192559
70.0,529,910.876963
70.0,529,911.341164
70.0,529,911.799547
70.0,529,912.264827
70.0,529,912.762846
70.0,529,913.449518
70.0,529,913.945465
70.0,529,914.421953
70.0,529,914.888021
70.0,529,915.375489
70.0,529,916.087555
70.0,529,916.548774
70.0,529,917.008135
70.0,529,917.469343
70.0,529,917.936036
70.0,529,918.609608
70.0,529,919.087595
70.0,529,919.567788
70.0,529,920.037133
70.0,529,920.526368
70.0,529,921.210545
70.0,529,921.682916
70.0,529,922.150616
70.0,529,922.630593
70.0,529,923.127535
70.0,529,923.808204
70.0,529,924.295206
70.0,529,924.780507
70.0,529,925.27652
70.0,529,925.757939
70.0,529,926.434175
70.0,529,926.89845
70.0,529,927.380801
70.0,529,927.838995
70.0,529,928.303289
70.0,529,929.02383
70.0,529,929.470405
70.0,529,929.895193
70.0,529,930.391192
70.0,529,930.813725
70.0,529,931.408719
70.0,529,931.837195
70.0,529,932.235218
70.0,529,932.634734
70.0,529,933.051419
70.0,529,933.638033
70.0,529,934.052572
70.0,529,934.486198
70.0,529,934.904895
70.0,529,935.301716
70.0,529,935.917813
70.0,529,936.347408
70.0,529,936.779054
70.0,529,937.198479
70.0,529,937.638148
70.0,529,938.254097
70.0,529,938.677442
70.0,529,939.105864
70.0,529,939.534121
70.0,529,939.962872
70.0,529,940.60057
70.0,529,941.07208
70.0,529,941.500417
70.0,529,941.930163
70.0,529,942.342879
70.0,529,942.953253
70.0,529,943.373882
70.0,529,943.816947
70.0,529,944.221893
70.0,529,944.620614
70.0,529,945.205981
70.0,529,945.602828
70.0,529,946.000645
70.0,529,946.423419
70.0,529,946.823285
70.0,529,947.399585
70.0,529,947.809415
70.0,529,948.23277
70.0,529,948.64466
70.0,529,949.069349
70.0,529,949.711981
70.0,529,950.161534
70.0,529,950.607874
70.0,529,951.062412
70.0,529,951.493171
70.0,529,952.137846
70.0,529,952.576527
70.0,529,953.02717
70.0,529,953.490358
70.0,529,953.953812
70.0,529,954.63221
70.0,529,955.107824
70.0,529,955.564654
70.0,529,956.046803
70.0,529,956.51114
70.0,529,957.180892
70.0,529,957.640109
70.0,529,958.102509
70.0,529,958.576805
70.0,529,959.096416
70.0,529,959.786097
70.0,529,960.258344
70.0,529,960.729672
70.0,529,961.202819
70.0,529,961.691999
70.0,529,962.371518
70.0,529,962.827047
70.0,529,963.282302
70.0,529,963.743703
70.0,529,964.24367
70.0,529,964.92435
70.0,529,965.404458
70.0,529,965.871238
70.0,529,966.329454
70.0,529,966.810103
70.0,529,967.486857
70.0,529,967.945221
70.0,529,968.404608
70.0,529,968.857377
70.0,529,969.348078
70.0,529,970.014143
70.0,529,970.472101
70.0,529,970.928607
70.0,529,971.373097
70.0,529,971.838237
70.0,529,972.505866
70.0,529,972.96232
70.0,529,973.435531
70.0,529,973.893182
70.0,529,974.359177
70.0,529,975.077668
70.0,529,975.53791
70.0,529,975.991348
70.0,529,976.44955
70.0,529,976.924968
70.0,529,977.6183
70.0,529,978.082629
70.0,529,978.539986
70.0,529,978.999319
70.0,529,979.477672
70.0,529,980.186023
70.0,529,980.658152
70.0,529,981.11858
70.0,529,981.577479
70.0,529,982.081812
70.0,529,982.756485
70.0,529,983.223892
70.0,529,983.712289
70.0,529,984.174593
70.0,529,984.642497
70.0,529,985.316551
70.0,529,985.790544
70.0,529,986.24858
70.0,529,986.724066
70.0,529,987.198181
70.0,529,987.896626
70.0,529,988.352226
70.0,529,988.806414
70.0,529,989.279717
70.0,529,989.760788
70.0,529,990.425809
70.0,529,990.932581
70.0,529,991.385033
70.0,529,991.835511
70.0,529,992.304543
70.0,529,992.976638
70.0,529,993.432763
70.0,529,993.905897
70.0,529,994.365236
70.0,529,994.842441
70.0,529,995.533107
70.0,529,995.989315
70.0,529,996.462671
70.0,529,996.918903
70.0,529,997.383859
70.0,529,998.071119
70.0,529,998.540047
70.0,529,998.99253
70.0,529,999.458683
70.0,529,999.93306
70.0,529,1000.620525
70.0,529,1001.084832
70.0,529,1001.547153
70.0,529,1002.026492
70.0,529,1002.495744
70.0,529,1003.165385
70.0,529,1003.642474
70.0,529,1004.106769
70.0,529,1004.561985
70.0,529,1005.071493
70.0,529,1005.772913
70.0,529,1006.235814
70.0,529,1006.706307
70.0,529,1007.16149
70.0,529,1007.617829
70.0,529,1008.284554
70.0,529,1008.732123
70.0,529,1009.18354
70.0,529,1009.637941
70.0,529,1010.113432
70.0,529,1010.814493
70.0,529,1011.280842
70.0,529,1011.747047
70.0,529,1012.202325
70.0,529,1012.680715
70.0,529,1013.375218
70.0,529,1013.83445
70.0,529,1014.291951
70.0,529,1014.748572
70.0,529,1015.213865
70.0,529,1015.873626
70.0,529,1016.33357
70.0,529,1016.784971
70.0,529,1017.242376
70.0,529,1017.714001
70.0,529,1018.385266
70.0,529,1018.837731
70.0,529,1019.289124
70.0,529,1019.738518
70.0,529,1020.218695
70.0,529,1020.915585
70.0,529,1021.376428
70.0,529,1021.833855
70.0,529,1022.285246
70.0,529,1022.781433
70.0,529,1023.44319
70.0,529,1023.89561
70.0,529,1024.344902
70.0,529,1024.791381
70.0,529,1025.2586
70.0,529,1025.948188
70.0,529,1026.400538
70.0,529,1026.871195
70.0,529,1027.342126
70.0,529,1027.837137
70.0,529,1028.504852
70.0,529,1028.952143
70.0,529,1029.421529
70.0,529,1029.896427
70.0,529,1030.359188
70.0,529,1031.020882
70.0,529,1031.466425
70.0,529,1031.934673
70.0,529,1032.423809
70.0,529,1032.876193
70.0,529,1033.547779
70.0,529,1034.017982
70.0,529,1034.511244
70.0,529,1035.007212
70.0,529,1035.496331
70.0,529,1036.163015
70.0,529,1036.640159
70.0,529,1037.094731
70.0,529,1037.552397
70.0,529,1038.02023
70.0,529,1038.689039
70.0,529,1039.144273
70.0,529,1039.590855
70.0,529,1040.040417
70.0,529,1040.50745
70.0,529,1041.190936
70.0,529,1041.641386
70.0,529,1042.094949
70.0,529,1042.566118
70.0,529,1043.069083
70.0,529,1043.733886
70.0,529,1044.198088
70.0,529,1044.662382
70.0,529,1045.116892
70.0,529,1045.581227
70.0,529,1046.244821
70.0,529,1046.692495
70.0,529,1047.163507
70.0,529,1047.63292
70.0,529,1048.109202
70.0,529,1048.805516
70.0,529,1049.264811
70.0,529,1049.712633
70.0,529,1050.184502
70.0,529,1050.653199
70.0,529,1051.324937
70.0,529,1051.816537
70.0,529,1052.300696
70.0,529,1052.762057
70.0,529,1053.224492
70.0,529,1053.898871
70.0,529,1054.351755
70.0,529,1054.828854
70.0,529,1055.318247
70.0,529,1055.798883
70.0,529,1056.467418
70.0,529,1056.960494
70.0,529,1057.422062
70.0,529,1057.872757
70.0,529,1058.351979
70.0,529,1059.011742
70.0,529,1059.4568
70.0,529,1059.904244
70.0,529,1060.352991
70.0,529,1060.819049
70.0,529,1061.474849
70.0,529,1061.92927
70.0,529,1062.38854
70.0,529,1062.857823
70.0,529,1063.332097
70.0,529,1064.021574
70.0,529,1064.478012
70.0,529,1064.938276
70.0,529,1065.402537
70.0,529,1065.866862
70.0,529,1066.538504
70.0,529,1066.995826
70.0,529,1067.462205
70.0,529,1067.922657
70.0,529,1068.381005
70.0,529,1069.062457
70.0,529,1069.523748
70.0,529,1069.998952
70.0,529,1070.443483
70.0,529,1070.908775
70.0,529,1071.605253
70.0,529,1072.051948
70.0,529,1072.506101
70.0,529,1072.981598
70.0,529,1073.466427
70.0,529,1074.134276
70.0,529,1074.582664
70.0,529,1075.032065
70.0,529,1075.482278
70.0,529,1075.947557
70.0,529,1076.605545
70.0,529,1077.054294
70.0,529,1077.505376
70.0,529,1077.988492
70.0,529,1078.461703
70.0,529,1079.149098
70.0,529,1079.61265
70.0,529,1080.069191
70.0,529,1080.54074
70.0,529,1081.018441
70.0,529,1081.697149
70.0,529,1082.160346
70.0,529,1082.620734
70.0,529,1083.076137
70.0,529,1083.531747
70.0,529,1084.211877
70.0,529,1084.673513
70.0,529,1085.124915
70.0,529,1085.590208
70.0,529,1086.086391
70.0,529,1086.758826
70.0,529,1087.215292
70.0,529,1087.69161
70.0,529,1088.180595
70.0,529,1088.63986
70.0,529,1089.325714
70.0,529,1089.786719
70.0,529,1090.237215
70.0,529,1090.712224
70.0,529,1091.194719
70.0,529,1091.85825
70.0,529,1092.361274
70.0,529,1092.860272
70.0,529,1093.317626
70.0,529,1093.775163
70.0,529,1094.443706
70.0,529,1094.921022
70.0,529,1095.36841
70.0,529,1095.820785
70.0,529,1096.292203
70.0,529,1096.961788
70.0,529,1097.412477
70.0,529,1097.865344
70.0,529,1098.359565
70.0,529,1098.823997
70.0,529,1099.50433
70.0,529,1099.964804
70.0,529,1100.485673
70.0,529,1100.955886
70.0,529,1101.41444
70.0,529,1102.081005
70.0,529,1102.528587
70.0,529,1102.984374
70.0,529,1103.456002
70.0,529,1103.921594
70.0,529,1104.594183
70.0,529,1105.046261
70.0,529,1105.521713
70.0,529,1106.003174
70.0,529,1106.461225
70.0,529,1107.136755
70.0,529,1107.607129
70.0,529,1108.060428
70.0,529,1108.532789
70.0,529,1109.000983
70.0,529,1109.689657
70.0,529,1110.149869
70.0,529,1110.620171
70.0,529,1111.077573
70.0,529,1111.537869
70.0,529,1112.216407
70.0,529,1112.674657
70.0,529,1113.13025
70.0,529,1113.583534
70.0,529,1114.042938
70.0,529,1114.750662
70.0,529,1115.215777
70.0,529,1115.702742
70.0,529,1116.16802
70.0,529,1116.630216
70.0,529,1117.347655
70.0,529,1117.807016
70.0,529,1118.266385
70.0,529,1118.726825
70.0,529,1119.186171
70.0,529,1119.855081
70.0,529,1120.318139
70.0,529,1120.776479
70.0,529,1121.239713
70.0,529,1121.714971
70.0,529,1122.387697
70.0,529,1122.853893
70.0,529,1123.335216
70.0,529,1123.814432
70.0,529,1124.283548
70.0,529,1125.012559
70.0,529,1125.470981
70.0,529,1125.945365
70.0,529,1126.411009
70.0,529,1126.872346
70.0,529,1127.539646
70.0,529,1127.991071
70.0,529,1128.442476
70.0,529,1128.896815
70.0,529,1129.36012
70.0,529,1130.014961
70.0,529,1130.467375
70.0,529,1130.950361
70.0,529,1131.42082
70.0,529,1131.932999
70.0,529,1132.598385
70.0,529,1133.046877
70.0,529,1133.513091
70.0,529,1133.961558
70.0,529,1134.421947
70.0,529,1135.098529
70.0,529,1135.575864
70.0,529,1136.05337
70.0,529,1136.516242
70.0,529,1136.995641
70.0,529,1137.680134
70.0,529,1138.136371
70.0,529,1138.592894
70.0,529,1139.047489
70.0,529,1139.506655
70.0,529,1140.200956
70.0,529,1140.650412
70.0,529,1141.106812
70.0,529,1141.582269
70.0,529,1142.045416
70.0,529,1142.722038
70.0,529,1143.176614
70.0,529,1143.634893
70.0,529,1144.11404
70.0,529,1144.585665
70.0,529,1145.260836
70.0,529,1145.732188
70.0,529,1146.201307
70.0,529,1146.690548
70.0,529,1147.158079
70.0,529,1147.825531
70.0,529,1148.2948
70.0,529,1148.752488
70.0,529,1149.206429
70.0,529,1149.695526
70.0,529,1150.366205
70.0,529,1150.82661
70.0,529,1151.281074
70.0,529,1151.767077
70.0,529,1152.243257
70.0,529,1152.930046
70.0,529,1153.415445
70.0,529,1153.873734
70.0,529,1154.333631
70.0,529,1154.812772
70.0,529,1155.486636
70.0,529,1155.948851
70.0,529,1156.407195
70.0,529,1156.869904
70.0,529,1157.343722
70.0,529,1158.024184
70.0,529,1158.47511
70.0,529,1158.951015
70.0,529,1159.412647
70.0,529,1159.89413
70.0,529,1160.560197
70.0,529,1161.021629
70.0,529,1161.492914
70.0,529,1161.951137
70.0,529,1162.421456
70.0,529,1163.10306
70.0,529,1163.563244
70.0,529,1164.021483
70.0,529,1164.483078
70.0,529,1164.949403
70.0,529,1165.618831
70.0,529,1166.07019
70.0,529,1166.525019
70.0,529,1166.986956
70.0,529,1167.469398
70.0,529,1168.143987
70.0,529,1168.617504
70.0,529,1169.075902
70.0,529,1169.537768
70.0,529,1170.007125
70.0,529,1170.670169
70.0,529,1171.122303
70.0,529,1171.572983
70.0,529,1172.045099
70.0,529,1172.506788
70.0,529,1173.167006
70.0,529,1173.626171
70.0,529,1174.084614
70.0,529,1174.537027
70.0,529,1174.999444
70.0,529,1175.667118
70.0,529,1176.122577
70.0,529,1176.580922
70.0,529,1177.049121
70.0,529,1177.510852
70.0,529,1178.178231
70.0,529,1178.626643
70.0,529,1179.109277
70.0,529,1179.566102
70.0,529,1180.043681
70.0,529,1180.730932
70.0,529,1181.18319
70.0,529,1181.653604
70.0,529,1182.122825
70.0,529,1182.58429
70.0,529,1183.300398
70.0,529,1183.765677
70.0,529,1184.234073
70.0,529,1184.692428
70.0,529,1185.170583
70.0,529,1185.831446
70.0,529,1186.293587
70.0,529,1186.74601
70.0,529,1187.204396
70.0,529,1187.678717
70.0,529,1188.360166
70.0,529,1188.814504
70.0,529,1189.266162
70.0,529,1189.721379
70.0,529,1190.207497
70.0,529,1190.903162
70.0,529,1191.363289
70.0,529,1191.845485
70.0,529,1192.331736
70.0,529,1192.793918
70.0,529,1193.458688
70.0,529,1193.914325
70.0,529,1194.376701
70.0,529,1194.828837
70.0,529,1195.310291
70.0,529,1195.970818
70.0,529,1196.436002
70.0,529,1196.888389
70.0,529,1197.35966
70.0,529,1197.821815
70.0,529,1198.516382
70.0,529,1198.97489
70.0,529,1199.450207
70.0,529,1199.910457
70.0,529,1200.383294
70.0,529,1201.054515
70.0,529,1201.523641
70.0,529,1201.982899
70.0,529,1202.44423
70.0,529,1202.919575
70.0,529,1203.579316
70.0,529,1204.033734
70.0,529,1204.500912
70.0,529,1204.952232
70.0,529,1205.414981
70.0,529,1206.099449
70.0,529,1206.55853
70.0,529,1207.012311
70.0,529,1207.492268
70.0,529,1207.982179
70.0,529,1208.651289
70.0,529,1209.112627
70.0,529,1209.618278
70.0,529,1210.079598
70.0,529,1210.534053
70.0,529,1211.196832
70.0,529,1211.645155
70.0,529,1212.106471
70.0,529,1212.589784
70.0,529,1213.050651
70.0,529,1213.728659
70.0,529,1214.183895
70.0,529,1214.669085
70.0,529,1215.124594
70.0,529,1215.609934
70.0,529,1216.269691
70.0,529,1216.730819
70.0,529,1217.185048
70.0,529,1217.651715
70.0,529,1218.113106
70.0,529,1218.795217
70.0,529,1219.261601
70.0,529,1219.728989
70.0,529,1220.204101
70.0,529,1220.665702
70.0,529,1221.353316
70.0,529,1221.826313
70.0,529,1222.282523
70.0,529,1222.746683
70.0,529,1223.229142
70.0,529,1223.901752
70.0,529,1224.362026
70.0,529,1224.818364
70.0,529,1225.274976
70.0,529,1225.735246
70.0,529,1226.409116
70.0,529,1226.863165
70.0,529,1227.339367
70.0,529,1227.809441
70.0,529,1228.267807
70.0,529,1228.933841
70.0,529,1229.395025
70.0,529,1229.851228
70.0,529,1230.309562
70.0,529,1230.781274
70.0,529,1231.447744
70.0,529,1231.901097
70.0,529,1232.37471
70.0,529,1232.849553
70.0,529,1233.308039
70.0,529,1233.984634
70.0,529,1234.451204
70.0,529,1234.904441
70.0,529,1235.377865
70.0,529,1235.848761
70.0,529,1236.528383
70.0,529,1236.990744
70.0,529,1237.455869
70.0,529,1237.921458
70.0,529,1238.396492
70.0,529,1239.056611
70.0,529,1239.513937
70.0,529,1239.969
70.0,529,1240.427569
70.0,529,1240.889905
70.0,529,1241.569622
70.0,529,1242.057369
70.0,529,1242.483918
70.0,529,1242.914459
70.0,529,1243.345717
70.0,529,1243.966163
70.0,529,1244.365863
70.0,529,1244.768923
70.0,529,1245.164622
70.0,529,1245.605149
70.0,529,1246.19561
70.0,529,1246.586353
70.0,529,1246.977306
70.0,529,1247.373184
70.0,529,1247.783792
